,Region,Categoria,Marca,Segmento,Quincena,MES,AÑO,VSIGV
1302,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,4,2019,664941.1646
1303,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,9,2020,1707258.7977
1304,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,1,11,2018,2530695.1714
1305,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,7,2020,142301.7138
1306,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,2,2019,14099.0997
1307,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2,2021,155114.3806
1308,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,9,2019,15846271.3948
1309,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,8,2018,444430.5773
1310,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,3,2018,42451.8512
1311,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,1,2019,257675.3536
1312,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,11,2019,399052.6571
1313,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,3,2020,2173602.3694
1314,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,9,2020,12451513.6401
1315,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2,2018,27467.9428
1316,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,11,2020,6404326.3825
1317,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,10,2019,30485.0715
1318,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,7,2018,41939.3202
1319,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,12,2019,10224942.3573
1320,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,8,2020,1629172.3683
1321,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,12,2019,1265469.7248
1322,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,12,2020,863699.3157
1323,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,9,2018,969242.3622
1324,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,4,2018,240168.278
1325,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,11,2020,2147915.6136
1326,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,4,2020,1462538.9113
1327,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2,2018,16258.4647
1328,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,8,2020,12090534.618
1329,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,10,2020,98622.3352
1330,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2,2020,2119055.7982
1331,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,1,2020,88324.4634
1332,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,5,2019,1105461.3685
1333,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,4,2020,80035.781
1334,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,9,2019,15511.9307
1335,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,4,2020,22550.0293
1336,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,8,2020,487846.7152
1337,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,10,2019,126629.3571
1338,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,6,2020,60877.6839
1339,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,1,2020,458530.8848
1340,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,1,2020,213286.9144
1341,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,11,2018,74149.4403
1342,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,10,2020,283756.3461
1343,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,7,2018,218993.4611
1344,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,11,2020,2871726.2244
1345,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,11,2019,647463.196
1346,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,2,2018,1220670.8748
1347,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,12,2019,330026.7042
1348,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,8,2019,85489.2299
1349,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,1,2,2021,1124.5664
1350,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,11,2020,742677.4656
1351,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,5,2020,132984.5244
1352,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,9,2020,1866047.9036
1353,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,9,2019,92706.8097
1354,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,2,1,2021,1640.8212
1355,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,7,2019,307482.1783
1356,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,10,2018,148960.6509
1357,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,10,2020,599300.4649
1358,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,1,2021,17601.0579
1359,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,12,2018,4318.5375
1360,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,11,2018,466391.552
1361,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,1,2021,260383.0609
1362,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,8,2018,58415.0216
1363,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,11,2018,274875.2108
1364,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,2,5,2020,663.3
1365,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,8,2019,14843.905
1366,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,2,2019,2530278.601
1367,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,11,2018,196596.7996
1368,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,12,2020,121189.6786
1369,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,10,2018,8233.794
1370,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,12,2019,280557.1683
1371,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,12,2019,2444593.2126
1372,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,9,2018,55480.2987
1373,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,5,2020,417550.7982
1374,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,6,2019,345651.9024
1375,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,12,2017,465.0
1376,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,12,2018,3134724.93
1377,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,2,1,2021,1054.0328
1378,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,1,2021,22973.1304
1379,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,2,12,2020,4321444.4787
1380,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,4,2020,88022.9466
1381,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,9,2020,90433.6007
1382,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,10,2019,712158.3572
1383,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,11,2018,67659.2855
1384,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,2,2020,155207.8241
1385,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,1,2018,9110.9488
1386,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2,2020,471860.5961
1387,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,8,2020,723875.9385
1388,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,12,2018,406493.8118
1389,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,9,2019,564929.0676
1390,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,5,2019,56588.0292
1391,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,5,2018,76029.809
1392,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,6,2019,119025.8926
1393,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,10,2018,110842.0206
1394,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,3,2018,1507927.3727
1395,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,10,2019,3367927.0039
1396,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,3,2018,5449973.7405
1397,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,8,2018,2771187.3906
1398,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,10,2018,9397.7584
1399,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,5,2020,915266.32
1400,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,12,2018,2648077.8825
1401,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,3,2021,1509302.8932
1402,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,1,2019,347250.0348
1403,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,12,2019,15268974.1471
1404,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2,2020,17233.9165
1405,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,3,2021,8770001.521
1406,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,8,2019,205021.689
1407,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,7,2020,13750239.3237
1408,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,5,2018,262367.3842
1409,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,11,2018,245873.0834
1410,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,3,2018,334375.0722
1411,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,3,2019,904897.7209
1412,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2,2021,3328442.2116
1413,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,4,2020,447445.75
1414,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,3,2021,3882775.3419
1415,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,8,2019,381161.193
1416,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,4,2019,1990112.2933
1417,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,4,2019,17564.5553
1418,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,7,2020,3263632.8461
1419,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,10,2019,14568115.1295
1420,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,7,2018,96071.8091
1421,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,11,2018,3053063.0543
1422,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,1,2021,1630383.104
1423,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,9,2018,1643270.4986
1424,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,8,2018,7684696.803
1425,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,3,2018,23201.4493
1426,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,9,2018,19535.7673
1427,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,3,2020,7491777.4928
1428,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,4,2020,2821134.9307
1429,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,2,2021,281043.7765
1430,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2,2018,3108851.262
1431,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2,2019,9372689.782
1432,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2021,313278.3437
1433,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,7,2020,244770.1724
1434,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,5,2019,144868.8939
1435,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,1,2019,800766.7688
1436,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,4,2020,3115637.8861
1437,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,12,2020,3920941.6539
1438,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,3,2019,97103.2116
1439,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,3,2021,3524757.5427
1440,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,8,2018,3148723.7202
1441,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,3,2021,12198.0143
1442,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,11,2019,3747744.6992
1443,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,1,2019,18709.0789
1444,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,8,2018,4268935.8987
1445,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,5,2020,1226979.3106
1446,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,5,2018,308719.533
1447,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2,2019,885238.5415
1448,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2,2021,3352637.1205
1449,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,1,2018,14988.355
1450,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,4,2019,979096.9827
1451,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,1,2018,150922.0915
1452,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,10,2018,19004.5667
1453,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,8,2018,562117.1032
1454,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,1,2020,6744.1619
1455,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,7,2019,39507.0042
1456,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,12,2019,191287.7571
1457,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,4,2019,257617.9043
1458,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,9,2019,7953110.2961
1459,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,12,2019,529411.155
1460,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,9,2018,723342.0185
1461,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,3,2019,5599.1503
1462,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,8,2019,9860707.9626
1463,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2,2020,348434.6787
1464,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,11,2019,7100097.7383
1465,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,7,2020,7635119.4497
1466,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,2,12,2020,790.05
1467,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,3,2019,226451.7461
1468,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,7,2019,598155.2021
1469,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,11,2018,17089.5598
1470,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,12,2017,3006.5
1471,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,5,2019,75580.0957
1472,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,5,2019,6941.8468
1473,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,3,2020,13206.0895
1474,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,2,2019,40398.2943
1475,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,8,2018,299731.8511
1476,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,7,2018,219098.8328
1477,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,7,2019,27377.8153
1478,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,1,2020,131573.3277
1479,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,11,2018,543591.8872
1480,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,3,2020,338380.8873
1481,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,2,2,2020,3019810.9226
1482,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,2,6,2019,2349500.4442
1483,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,1,10,2020,1132.7527
1484,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,4,2018,20040.8086
1485,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,4,2019,329580.1838
1486,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,12,2020,65973.5753
1487,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,9,2018,26913.8472
1488,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,7,2018,8714012.1002
1489,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,8,2018,267045.8416
1490,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,4,2020,7459240.5016
1491,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,8,2020,99079.376
1492,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,9,2020,10517662.323
1493,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,8,2020,283495.5854
1494,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,5,2018,4502892.8795
1495,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,6,2019,5559.66
1496,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,10,2020,59565.2555
1497,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,10,2019,13082854.4303
1498,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,1,12,2020,-8418.774
1499,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,3,2018,125627.5963
1500,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,4,2018,225683.715
1501,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,8,2020,701427.6251
1502,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,11,2019,7575213.2208
1503,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,6,2018,4107.0093
1504,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,4,2021,15739.9421
1505,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,1,2020,349072.289
1506,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,11,2018,7190957.0261
1507,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2021,13944.8042
1508,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,10,2020,12482.9365
1509,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2,2018,172629.7229
1510,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,1,2018,18569.9856
1511,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,2,12,2020,1497.256
1512,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,10,2018,4284.2038
1513,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,10,2019,5653880.0878
1514,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,1,2,2018,1605767.3375
1515,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,4,2018,210850.3249
1516,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,6,2020,14407370.4712
1517,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,8,2018,1222411.5862
1518,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,12,2020,1827440.9099
1519,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2,2018,7665881.3341
1520,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,10,2020,14498625.8567
1521,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,3,2018,979994.3723
1522,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,6,2020,3321660.8413
1523,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,10,2019,3473843.3016
1524,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,1,2020,293146.7786
1525,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,10,2020,9629.2957
1526,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,7,2018,11616439.4342
1527,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,7,2020,84731.9394
1528,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,3,2019,1602610.3278
1529,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,6,2018,1696790.9465
1530,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,12,2019,70659.3018
1531,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,1,1,2021,2034.79
1532,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,12,2018,10121251.588
1533,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,7,2018,891261.8513
1534,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,8,2019,628918.2383
1535,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,3,2018,1914224.2184
1536,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,1,2019,3800047.5215
1537,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,3,2019,2849067.3455
1538,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,7,2018,894983.177
1539,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,6,2018,964445.4553
1540,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,2,2019,2334612.6321
1541,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,11,2019,120755.7514
1542,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,8,2020,134144.8274
1543,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,3,2021,19811.8425
1544,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,1,2019,15316650.7204
1545,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,1,2019,1932130.8782
1546,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,12,2019,1284169.2509
1547,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,11,2018,6583158.1973
1548,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,1,2021,1770379.804
1549,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,1,2021,13350.4406
1550,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,10,2020,363076.3655
1551,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,1,2018,1162643.8282
1552,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,5,2018,980897.5828
1553,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,3,2019,16791047.0883
1554,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,11,2020,80019.9715
1555,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,5,2018,8144624.6483
1556,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,8,2020,1295480.747
1557,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,6,2020,1656790.7021
1558,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2,2019,1494520.8256
1559,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,12,2019,182675.1153
1560,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,5,2020,1435190.8505
1561,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,1,2019,4083747.7698
1562,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,9,2020,4375072.5875
1563,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2,2020,2473479.1423
1564,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,1,2019,571008.1901
1565,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,11,2018,678129.6867
1566,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,10,2020,80686.3559
1567,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2018,1499261.8714
1568,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,9,2019,92421.7081
1569,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,12,2017,603154.5
1570,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,4,2018,880828.9068
1571,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,11,2019,2756959.4976
1572,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,3,2020,15128542.328
1573,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2021,1636445.0838
1574,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,4,2018,1462078.1898
1575,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,2,2019,313468.3208
1576,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2,2019,2005602.5576
1577,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,4,2019,14537913.239
1578,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,1,7,2019,2270761.2593
1579,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,6,2018,193929.2035
