,Region,Categoria,Marca,Segmento,WEEK,YEAR,VSIGV
2273,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2021,1807706.5678
2274,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,34,2018,11008.1801
2275,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,37,2020,4413878.5068
2276,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,16,2018,957379.829
2277,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,52,2018,769573.1407
2278,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,36,2020,205991.7956
2279,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,28,2020,342694.1311
2280,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,6,2021,1622.32
2281,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,32,2018,1268070.1784
2282,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,9,2019,167686.2949
2283,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2019,1420700.2993
2284,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,20,2019,149709.7047
2285,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,46,2019,75509.9464
2286,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,49,2019,181606.5213
2287,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,47,2019,3351976.1978
2288,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2020,999426.9709
2289,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,36,2018,315279.018
2290,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,21,2019,19766.0601
2291,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,37,2019,1291279.6508
2292,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,30,2019,5108260.0159
2293,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,30,2020,9433.7695
2294,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,36,2019,1237871.9614
2295,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,17,2018,27515.7507
2296,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,46,2018,4838.428
2297,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,10,2021,85787.5004
2298,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,36,2019,136472.1765
2299,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,8,2018,216053.9515
2300,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,12,2020,100088.2983
2301,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,4,2018,4201.0652
2302,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,44,2018,780616.913
2303,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,16,2019,123806.5681
2304,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,42,2019,9019.9805
2305,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,52,2019,1459031.441
2306,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2019,71072.3819
2307,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,14,2020,106545.0381
2308,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,50,2017,485.75
2309,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,32,2019,545200.7437
2310,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,25,2020,425253.8896
2311,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,30,2020,3292.15
2312,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,38,2018,8767.6147
2313,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,25,2018,10132.5539
2314,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,50,2018,193432.2179
2315,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2020,4266459.2476
2316,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,40,2019,1927706.0973
2317,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,8,2018,1391785.2571
2318,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,4,2021,1760.0274
2319,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,10,2018,65361.1721
2320,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,5,2020,60529.7451
2321,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,32,2020,1544975.4157
2322,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,26,2020,857427.429
2323,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,26,2020,6298956.1491
2324,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,29,2019,624962.4228
2325,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,34,2019,5593.2109
2326,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2021,539352.8882
2327,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,21,2020,51696.4923
2328,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2021,5649.73
2329,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,31,2020,5408528.5846
2330,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,14,2021,1437.36
2331,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,12,2019,109425.5938
2332,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2019,3364765.0054
2333,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,45,2019,384267.9373
2334,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,29,2018,139471.3055
2335,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2018,4218040.197
2336,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,34,2018,3189665.7737
2337,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,41,2018,1139029.7886
2338,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2018,1153863.702
2339,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,31,2018,2866853.8774
2340,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,49,2018,293442.3585
2341,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,40,2020,535159.7179
2342,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,5,2021,35516.6961
2343,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,50,2018,297006.8094
2344,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,27,2019,4799562.3885
2345,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,35,2019,7506684.0082
2346,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,41,2020,391080.5317
2347,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,42,2020,23442.5578
2348,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,3,2018,16000.1261
2349,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2021,63099.7317
2350,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,30,2019,930071.156
2351,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2019,45397.5205
2352,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,34,2020,86512.1066
2353,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2018,3153.642
2354,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,29,2020,3317.3414
2355,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,8,2020,7482.1851
2356,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,36,2020,645184.5695
2357,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,20,2018,133116.5698
2358,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2021,3923893.3428
2359,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,41,2020,4009.4238
2360,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,10,2019,442309.8539
2361,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,6,2019,1244654.0926
2362,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,11,2020,1731642.4926
2363,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,32,2018,21298.1537
2364,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,24,2020,2656.1116
2365,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,34,2020,3712.2758
2366,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,52,2018,191581.461
2367,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,40,2020,339255.7649
2368,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,14,2018,302617.2925
2369,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,9,2018,63062.026
2370,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,42,2020,232713.2824
2371,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2019,68396.3972
2372,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,21,2018,3153227.4626
2373,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,18,2019,30740.692
2374,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,40,2018,131376.9445
2375,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,23,2019,246232.8662
2376,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,35,2020,5400425.3027
2377,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,49,2019,119392.1547
2378,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,25,2020,6461049.0521
2379,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,50,2018,144952.2743
2380,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,34,2018,76013.3132
2381,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,32,2018,9965.5123
2382,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,20,2020,2016581.1997
2383,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,46,2020,707421.2617
2384,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,15,2019,1237332.4721
2385,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,14,2020,1500.5393
2386,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,44,2020,528555.7164
2387,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,26,2020,175200.5147
2388,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,21,2018,25440.49
2389,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,32,2020,1751404.2348
2390,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,42,2018,7902.6602
2391,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,17,2018,562019.3934
2392,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,13,2019,3172548.7599
2393,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,30,2020,40971.9596
2394,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2018,3471054.7375
2395,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,37,2019,38385.1807
2396,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,28,2019,7648.2368
2397,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2021,1889491.1309
2398,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,50,2020,73157.6883
2399,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2018,897115.2432
2400,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,28,2019,59450.8237
2401,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,37,2019,5765555.8116
2402,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2018,679809.2717
2403,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,9,2020,1541459.2876
2404,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2018,1049803.3236
2405,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,32,2020,3419.1092
2406,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,27,2018,116909.6155
2407,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,53,2020,180379.6435
2408,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,27,2020,102.8287
2409,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,8,2020,1160407.4495
2410,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,27,2019,23643.1329
2411,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,14,2021,57387.4556
2412,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,41,2018,10633.8189
2413,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2021,3417785.6041
2414,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,15,2021,790.5101
2415,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,6,2018,122835.0874
2416,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,14,2019,2801224.8737
2417,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,42,2020,4079.6603
2418,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,36,2020,104526.8745
2419,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,32,2019,759375.4805
2420,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,44,2020,3309.3742
2421,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,32,2019,501262.2161
2422,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,20,2018,239313.9844
2423,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,30,2019,180833.0466
2424,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,24,2019,1605905.8139
2425,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,53,2018,25104.0051
2426,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,49,2018,194792.9595
2427,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,10,2020,212591.172
2428,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,28,2020,888111.6097
2429,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,12,2019,818016.4726
2430,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,28,2018,2274.5878
2431,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2019,1192802.4999
2432,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,47,2019,6843014.4784
2433,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,30,2020,413967.4311
2434,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,30,2018,413088.084
2435,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,14,2020,219058.3456
2436,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,50,2020,1160290.8197
2437,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,4,2021,158493.7087
2438,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,5,2021,8604357.9972
2439,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2020,49607.5884
2440,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,36,2018,55619.6133
2441,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,4,2018,751010.4429
2442,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,32,2019,30429.3594
2443,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,35,2020,133505.2691
2444,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,50,2018,9277.2934
2445,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2020,169987.9636
2446,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,35,2020,1708.2867
2447,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,48,2018,218833.1722
2448,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,8,2021,260027.9921
2449,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2020,100421.4393
2450,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,43,2020,483037.2593
2451,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,40,2018,1619186.7031
2452,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,35,2018,6729489.5906
2453,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,15,2019,6266203.7429
2454,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,50,2018,1372628.6129
2455,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,41,2019,3136707.8319
2456,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,15,2021,787.5314
2457,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,35,2018,314598.4645
2458,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,4,2021,1061760.1159
2459,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,3,2020,7558.1626
2460,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,39,2019,10313.5363
2461,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,13,2019,4541314.904
2462,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,36,2018,15198.2115
2463,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,45,2018,4932272.7789
2464,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,14,2018,827957.3392
2465,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,7,2020,55539.0507
2466,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,43,2018,5188.4936
2467,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2021,3871.7527
2468,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,39,2018,473900.2773
2469,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,23,2020,677171.044
2470,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,30,2019,143954.3462
2471,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2019,123920.6533
2472,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,12,2020,302506.3024
2473,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,21,2018,528512.5678
2474,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,22,2019,141340.3239
2475,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,39,2020,131497.5855
2476,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,36,2019,1565061.7929
2477,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2020,180825.401
2478,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,12,2019,1089773.2538
2479,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,52,2020,347874.6992
2480,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,35,2018,121603.2869
2481,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,8,2020,1448501.5474
2482,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,7,2019,14203.7678
2483,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,25,2020,366715.468
2484,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,47,2019,222334.5615
2485,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,19,2018,4243224.2479
2486,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,31,2018,6023.0213
2487,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2020,68711.4944
2488,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,14,2018,52978.0477
2489,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2019,1043049.1158
2490,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,27,2019,7861.8478
2491,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,28,2020,38448.1667
2492,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2018,49538.6509
2493,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,14,2021,38.64
2494,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,32,2019,101923.2779
2495,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2020,1755638.8145
2496,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,23,2020,6636034.7291
2497,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,27,2019,279792.5312
2498,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,17,2018,2117033.6957
2499,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,10,2019,55654.6778
2500,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,11,2021,525.36
2501,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,39,2020,4432664.7863
2502,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,43,2019,107265.3001
2503,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,49,2020,4281166.7209
2504,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,18,2020,1646372.4157
2505,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,30,2020,404989.9872
2506,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,40,2018,1601219.4512
2507,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,47,2019,332902.3612
2508,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,26,2018,61067.3046
2509,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,44,2020,1760010.1516
2510,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,4,2019,178184.0209
2511,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2021,62523.5015
2512,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,49,2018,129062.1898
2513,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,40,2018,127349.2736
2514,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,13,2018,3794.8195
2515,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,29,2020,221333.2177
2516,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,31,2019,1423628.9763
2517,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,38,2019,1937.0582
2518,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,15,2019,125487.8597
2519,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,48,2019,5064786.4732
2520,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,26,2020,65495.3469
2521,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2020,255187.2788
2522,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,14,2018,220540.1211
2523,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,46,2018,1644112.3964
2524,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,44,2020,4438478.1418
2525,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,31,2019,376156.1383
2526,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,14,2018,217219.2382
2527,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,53,2018,5990.1572
2528,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,47,2020,123362.1755
2529,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,42,2019,117909.1358
2530,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,25,2020,104998.6588
2531,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,25,2018,102344.4557
2532,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,50,2017,154042.2
2533,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2018,2426163.6335
2534,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,11,2021,4503.3883
2535,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2018,95472.4746
2536,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,45,2020,511.5479
2537,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,11,2021,26.64
2538,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,27,2020,1549853.7904
2539,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,52,2019,1205031.3971
2540,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,49,2018,94981.2964
2541,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,41,2018,4511335.2717
2542,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,39,2019,169974.8
2543,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,46,2019,2103939.7425
2544,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,14,2021,3588361.7358
2545,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,49,2020,3794415.2262
2546,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,27,2020,543372.9502
2547,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,27,2018,450623.5538
2548,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,11,2020,161424.0805
2549,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,53,2020,663698.9702
2550,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,44,2019,6271192.0876
2551,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2018,646820.5075
2552,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,8,2021,1349365.6738
2553,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,51,2018,204094.0094
2554,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,10,2019,185076.136
