,Region,Categoria,Marca,Segmento,MONTH,YEAR,VSIGV
1464,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2018,43715.3983
1465,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,11,2020,802016.5458
1466,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2019,29106979.8046
1467,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,9,2019,621524.3797
1468,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2018,4332430.6182
1469,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2018,92146.2863
1470,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,9,2019,28367.2758
1471,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2020,232503.516
1472,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2018,291241.6676
1473,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,8,2019,217028.3022
1474,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2019,17053419.1727
1475,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,7,2019,346036.893
1476,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,4,2019,39289.1634
1477,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,5,2019,216957.2521
1478,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,11,2020,7218833.0031
1479,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,7,2018,3205304.4033
1480,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2020,713638.8901
1481,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2020,50024.0692
1482,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,2020,1495140.8671
1483,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2020,229126.5879
1484,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,5,2018,539977.4274
1485,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,6,2020,1185.6645
1486,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,11,2018,292020.3722
1487,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,9,2020,1249744.2555
1488,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2021,87070.5816
1489,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2018,46179.9457
1490,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,11,2020,12752556.2549
1491,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2019,2266797.4743
1492,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2020,7449779.2595
1493,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2020,17592070.4827
1494,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2020,34173.5782
1495,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,11,2018,6750011.1733
1496,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2018,27241.622
1497,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2018,6250834.0294
1498,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,12,2020,1079253.6672
1499,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,12,2017,589402.4
1500,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2020,7237433.3871
1501,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2018,1029313.1103
1502,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2018,443472.7507
1503,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,9,2020,881562.9448
1504,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,6,2019,26492451.3647
1505,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2019,20661726.2372
1506,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,10,2019,782958.9951
1507,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,4,2018,8910.7356
1508,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,8,2020,5476.7218
1509,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,4,2018,43755.1951
1510,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,6,2020,168200.4201
1511,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,4,2021,11781.0577
1512,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2018,22779705.0548
1513,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2019,20688872.3889
1514,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,2019,530885.5778
1515,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,10,2020,531268.5829
1516,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2018,1286185.8877
1517,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,10,2018,1944499.8695
1518,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2021,449615.9472
1519,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,12,2019,14840682.5892
1520,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,7,2019,7535105.5559
1521,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2019,279195.6875
1522,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,3,2019,88899.5281
1523,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,10,2019,59838.055
1524,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,6,2018,380295.8205
1525,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2021,432.38
1526,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,7,2018,123446.5176
1527,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2019,1848621.634
1528,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2020,6339414.0758
1529,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,6,2020,13322.571
1530,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,6,2020,23141.014
1531,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2018,18804890.9604
1532,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,8,2018,5168884.8916
1533,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,9,2020,976377.7384
1534,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,12,2017,146634.9
1535,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,7,2019,40290.5153
1536,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2021,13476.8205
1537,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,12,2020,290725.7214
1538,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,8,2019,24997860.1361
1539,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,7,2019,742311.2902
1540,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,5,2020,5620.2692
1541,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,2018,13965.7469
1542,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,11,2018,588533.6764
1543,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,11,2020,13887495.898
1544,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2019,5560037.6284
1545,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,2021,151078.5764
1546,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2018,17210230.9842
1547,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2019,6551571.1504
1548,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,12,2020,7753689.8373
1549,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2020,2052531.5657
1550,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2021,2170769.2099
1551,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,7,2020,500615.1813
1552,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,2018,310052.9206
1553,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,12,2018,589533.8518
1554,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2021,487002.0714
1555,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2021,798357.9548
1556,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,8,2020,23200612.0287
1557,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,4,2020,150271.3035
1558,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2019,39014.4497
1559,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2018,228867.0254
1560,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,2019,79221.6718
1561,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2019,99363.9581
1562,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2020,11726.0886
1563,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2019,21972888.8844
1564,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,3,2019,934860.4813
1565,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2020,22409391.0163
1566,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,7,2020,644980.1147
1567,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,6,2020,231520.5239
1568,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2018,438192.5456
1569,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2019,994294.2467
1570,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,11,2020,15431553.1487
1571,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,7,2019,10427.4125
1572,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,2021,241657.5613
1573,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2018,51628.2279
1574,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,11,2018,497406.416
1575,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2020,806940.0546
1576,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2018,377099.7665
1577,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,8,2019,7028352.0267
1578,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,10,2020,217672.6055
1579,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,11,2020,5149.6244
1580,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,4,2020,9089215.8269
1581,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2019,473842.698
1582,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2021,30114.9433
1583,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2019,738869.5223
1584,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,11,2018,11159.199
1585,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2018,10386845.1986
1586,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,11,2020,1806212.7833
1587,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2021,13715738.613
1588,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,3,2020,9310.5866
1589,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2020,457249.88
1590,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,11,2019,58574.5291
1591,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,7,2019,590190.687
1592,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,12,2018,26622324.385
1593,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,2018,50011.3652
1594,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,5,2019,721559.7344
1595,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,9,2018,535858.776
1596,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,4,2018,234796.2942
1597,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,5,2020,22410298.2834
1598,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,2021,123427.0601
1599,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,6,2019,44020.6642
1600,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2018,43302.0412
1601,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2018,492862.2736
1602,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,6,2020,117166.4024
1603,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2019,17329869.5214
1604,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,10,2018,49630.5786
1605,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,12,2019,13450134.3568
1606,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2019,34036365.6323
1607,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2020,25330060.6127
1608,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,7,2019,150671.5004
1609,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2018,642950.8522
1610,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,12,2019,1262780.0415
1611,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,2019,246077.7231
1612,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,4,2019,9359.1609
1613,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2021,824512.9338
1614,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,3,2021,5316517.8559
1615,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,8,2018,556985.1655
1616,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2020,714227.8979
1617,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,7,2020,6141967.4574
1618,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,7,2019,24174886.9822
1619,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2021,3372468.7691
1620,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2019,3325215.7562
1621,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2019,1483952.6142
1622,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,5,2018,762250.2013
1623,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2020,226407.586
1624,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,7,2019,1385241.7389
1625,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,10,2020,699130.8392
1626,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2019,120683.9755
1627,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,11,2020,44672.3797
1628,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,3,2019,244083.1946
1629,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,2020,738971.4874
1630,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2018,3780409.0699
1631,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2020,3997571.6265
1632,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,4,2020,1002287.6403
1633,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,4,2021,35.78
1634,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,6,2018,6159205.7002
1635,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,8,2020,1603.9671
1636,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,10,2020,374914.9122
1637,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2019,6385719.115
1638,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,11,2020,17255.0225
1639,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,10,2018,1292081.0555
1640,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2019,2093990.0637
1641,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2020,6633011.3863
1642,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2019,3884137.7565
1643,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2019,5821324.4179
1644,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,11,2019,207117.6428
1645,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2021,7496042.6693
1646,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,8,2018,987124.3063
1647,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2020,200525.9101
1648,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,8,2018,14716169.2193
1649,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,2020,537786.6362
1650,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2020,1740665.8668
1651,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,10,2019,1667803.3557
1652,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2018,1768334.7299
1653,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2020,2558196.0137
1654,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2021,1874813.0325
1655,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2019,16145197.4762
1656,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,9,2018,412109.2403
1657,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,11,2019,6802658.1406
1658,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2018,1177371.117
1659,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,4,2021,1305.4726
1660,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2018,413963.904
1661,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2020,26649593.7869
1662,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,4,2019,1333709.0662
1663,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2019,143610.6877
1664,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,6,2018,120894.9977
1665,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2019,563754.696
1666,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,2021,98576.0723
1667,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2018,4096259.1271
1668,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2018,3598571.8055
1669,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2018,5518637.2902
1670,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,5,2020,156.01
1671,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,11,2020,2831609.1341
1672,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,1,2021,2512.6612
1673,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2018,195172.7781
1674,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2018,456632.6488
1675,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,11,2019,21436.4416
1676,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2019,2062752.7529
1677,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,11,2019,8319027.695
1678,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2020,7464952.9501
1679,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,7,2019,4364097.3048
1680,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2018,9971294.2764
1681,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,5,2019,625890.5633
1682,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2019,47046.0271
1683,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2021,3538725.824
1684,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2021,2002911.4837
1685,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,9,2018,30410.8109
1686,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2019,403323.7271
1687,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,6,2019,696828.8095
1688,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,7,2019,21587.0018
1689,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,2020,39664.6219
1690,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2018,342704.7826
1691,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2019,21380069.9103
1692,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2018,6860992.4575
1693,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,7,2018,9909396.6458
1694,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2018,11697881.336
1695,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2019,18209348.0797
1696,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2019,5675541.9119
1697,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,10,2018,413352.8766
1698,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,5,2019,31989.296
1699,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,11,2020,28954965.6297
1700,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,11,2018,19851.3539
1701,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,10,2019,8747957.8778
1702,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,5,2020,23294445.7994
1703,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2020,1919564.096
1704,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2019,3796119.4709
1705,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,8,2020,1081748.7055
1706,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2020,26543.2314
1707,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,4,2021,54473.0623
1708,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2018,7723053.0058
1709,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,2021,4354953.3391
1710,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,7,2020,2286.1369
1711,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2021,28312842.9697
1712,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,7,2019,438441.9918
1713,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2018,158744.82
1714,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2021,255907.6985
1715,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,5,2020,9615780.8896
1716,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,9,2019,6486322.7364
1717,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,6,2020,296238.3061
1718,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2018,3845575.9705
1719,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2018,2580812.2546
1720,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2020,330365.0862
1721,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,6,2019,7168376.4738
1722,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,4,2018,649957.8236
1723,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,9,2018,1595193.8901
1724,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2021,9304147.0047
1725,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2021,8761086.5842
1726,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,4,2021,1829.0463
1727,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,5,2020,7588730.4637
1728,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,2018,221203.8846
1729,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,4,2020,1411483.4308
1730,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,10,2020,135919.7611
1731,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2020,1166459.6768
1732,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,12,2020,416697.2786
1733,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2021,220149.9378
1734,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2021,1124814.2993
1735,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2019,18615732.9582
1736,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,8,2019,1695083.7485
1737,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2019,1995135.7352
1738,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,11,2018,4112528.9975
1739,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,6,2018,23465.9641
1740,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2020,21795225.3123
1741,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2018,10203043.9899
1742,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,12,2019,25599562.576
1743,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,5,2020,7468000.2462
1744,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,11,2020,854971.2934
1745,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,9,2019,6144336.193
1746,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2019,652196.8104
1747,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,10,2020,13630.6169
1748,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,4,2018,3492093.5217
1749,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2019,574365.3081
